Loyalty Number,Enrollment Date,Cancellation Date,First_Activity,Last_Activity,Activity_Row_Count
904501,2016-11-01,,2017-01-01,2018-12-01,24.0
985266,2012-11-01,,2017-01-01,2018-12-01,24.0
138065,2017-10-01,2018-06-01,2017-01-01,2018-12-01,24.0
528332,2015-10-01,,2017-01-01,2018-12-01,24.0
603407,2015-11-01,,2017-01-01,2018-12-01,24.0
607405,2013-10-01,,2017-01-01,2018-12-01,24.0
809449,2016-06-01,,2017-01-01,2018-12-01,24.0
834615,2012-06-01,,2017-01-01,2018-12-01,24.0
330858,2013-05-01,,2017-01-01,2018-12-01,24.0
504525,2014-03-01,,2017-01-01,2018-12-01,24.0
716360,2016-06-01,,2017-01-01,2018-12-01,24.0
687589,2012-06-01,,2017-01-01,2018-12-01,24.0
619268,2014-07-01,,2017-01-01,2018-12-01,24.0
923234,2014-11-01,,2017-01-01,2018-12-01,24.0
138204,2016-07-01,,2017-01-01,2018-12-01,24.0
753306,2017-11-01,2018-05-01,2017-01-01,2018-12-01,24.0
918326,2018-06-01,,2017-01-01,2018-12-01,24.0
678493,2012-06-01,,2017-01-01,2018-12-01,24.0
781355,2013-07-01,,2017-01-01,2018-12-01,24.0
806196,2018-04-01,,2018-02-01,2018-12-01,11.0
391034,2013-02-01,,2017-01-01,2018-12-01,24.0
273414,2013-10-01,,2017-01-01,2018-12-01,24.0
515023,2012-10-01,,2017-01-01,2018-12-01,24.0
746536,2012-06-01,,2017-01-01,2018-12-01,24.0
864288,2015-10-01,,2017-01-01,2018-12-01,24.0
702147,2018-01-01,,2017-01-01,2018-12-01,24.0
724723,2017-06-01,,2017-01-01,2018-12-01,24.0
772152,2013-11-01,,2017-01-01,2018-12-01,24.0
173227,2018-05-01,,2017-01-01,2018-12-01,24.0
413088,2014-09-01,,2017-01-01,2018-12-01,24.0
667293,2017-07-01,,2017-01-01,2018-12-01,24.0
140290,2015-11-01,,2017-01-01,2018-12-01,24.0
994571,2016-10-01,,2017-01-01,2018-12-01,24.0
191780,2018-12-01,,2017-01-01,2018-12-01,24.0
575948,2014-05-01,,2017-01-01,2018-12-01,24.0
144641,2017-11-01,,2017-01-01,2018-12-01,24.0
192250,2014-09-01,,2017-01-01,2018-12-01,24.0
628452,2015-02-01,2015-06-01,2017-01-01,2018-12-01,24.0
940904,2018-09-01,,2017-01-01,2018-12-01,24.0
938093,2018-04-01,,2018-02-01,2018-12-01,11.0
758389,2015-02-01,,2017-01-01,2018-12-01,24.0
870764,2015-02-01,,2017-01-01,2018-12-01,24.0
636533,2018-08-01,,2017-01-01,2018-12-01,24.0
817245,2013-09-01,,2017-01-01,2018-12-01,24.0
977676,2018-11-01,,2017-01-01,2018-12-01,24.0
523170,2012-12-01,,2017-01-01,2018-12-01,24.0
239956,2017-01-01,,2017-01-01,2018-12-01,24.0
918807,2014-08-01,,2017-01-01,2018-12-01,24.0
491242,2018-03-01,,2018-02-01,2018-12-01,11.0
702048,2016-02-01,,2017-01-01,2018-12-01,24.0
181830,2016-04-01,,2017-01-01,2018-12-01,24.0
362680,2014-02-01,,2017-01-01,2018-12-01,24.0
347850,2014-02-01,2018-07-01,2017-01-01,2018-12-01,24.0
808498,2013-07-01,,2017-01-01,2018-12-01,24.0
927559,2015-11-01,2016-07-01,2017-01-01,2018-12-01,24.0
450323,2014-12-01,,2017-01-01,2018-12-01,24.0
756481,2016-03-01,,2017-01-01,2018-12-01,24.0
796429,2013-06-01,2014-02-01,2017-01-01,2018-12-01,24.0
930620,2018-06-01,,2017-01-01,2018-12-01,24.0
442838,2012-12-01,,2017-01-01,2018-12-01,24.0
336037,2017-03-01,,2017-01-01,2018-12-01,24.0
479198,2016-10-01,,2017-01-01,2018-12-01,24.0
672635,2018-04-01,,2018-02-01,2018-12-01,11.0
152406,2014-06-01,,2017-01-01,2018-12-01,24.0
447925,2012-07-01,,2017-01-01,2018-12-01,24.0
884691,2016-11-01,,2017-01-01,2018-12-01,24.0
197608,2014-05-01,,2017-01-01,2018-12-01,24.0
802336,2017-09-01,,2017-01-01,2018-12-01,24.0
229075,2018-12-01,,2017-01-01,2018-12-01,24.0
983810,2018-09-01,,2017-01-01,2018-12-01,24.0
153003,2017-01-01,,2017-01-01,2018-12-01,24.0
199405,2014-05-01,,2017-01-01,2018-12-01,24.0
230560,2018-02-01,,2018-02-01,2018-12-01,11.0
156945,2017-09-01,,2017-01-01,2018-12-01,24.0
783363,2017-09-01,,2017-01-01,2018-12-01,24.0
668968,2018-03-01,,2018-02-01,2018-12-01,11.0
992985,2014-12-01,,2017-01-01,2018-12-01,24.0
737949,2017-03-01,,2017-01-01,2018-12-01,24.0
846046,2013-02-01,,2017-01-01,2018-12-01,24.0
379506,2014-05-01,,2017-01-01,2018-12-01,24.0
423941,2015-10-01,,2017-01-01,2018-12-01,24.0
303396,2014-08-01,2017-01-01,2017-01-01,2018-12-01,24.0
798954,2013-07-01,,2017-01-01,2018-12-01,24.0
903641,2018-04-01,,2018-02-01,2018-12-01,11.0
661546,2018-11-01,,2017-01-01,2018-12-01,24.0
196367,2013-10-01,,2017-01-01,2018-12-01,24.0
573649,2012-11-01,,2017-01-01,2018-12-01,24.0
337235,2014-01-01,,2017-01-01,2018-12-01,24.0
706820,2016-07-01,,2017-01-01,2018-12-01,24.0
620406,2012-07-01,,2017-01-01,2018-12-01,24.0
502943,2013-01-01,,2017-01-01,2018-12-01,24.0
827677,2018-03-01,,2018-02-01,2018-12-01,11.0
624704,2018-05-01,,2017-01-01,2018-12-01,24.0
686769,2014-04-01,,2017-01-01,2018-12-01,24.0
690671,2016-09-01,,2017-01-01,2018-12-01,24.0
733515,2018-07-01,,2017-01-01,2018-12-01,24.0
357988,2018-04-01,,2018-02-01,2018-12-01,11.0
974041,2016-06-01,,2017-01-01,2018-12-01,24.0
626560,2018-03-01,,2018-02-01,2018-12-01,11.0
820344,2018-07-01,,2017-01-01,2018-12-01,24.0
235398,2012-09-01,,2017-01-01,2018-12-01,24.0
514632,2016-08-01,,2017-01-01,2018-12-01,24.0
581079,2012-06-01,,2017-01-01,2018-12-01,24.0
324242,2014-05-01,,2017-01-01,2018-12-01,24.0
669066,2016-09-01,,2017-01-01,2018-12-01,24.0
616956,2018-06-01,,2017-01-01,2018-12-01,24.0
779882,2013-07-01,,2017-01-01,2018-12-01,24.0
540715,2018-04-01,,2018-02-01,2018-12-01,11.0
299454,2014-07-01,2018-08-01,2017-01-01,2018-12-01,24.0
429354,2016-03-01,,2017-01-01,2018-12-01,24.0
612595,2018-10-01,,2017-01-01,2018-12-01,24.0
708230,2013-11-01,,2017-01-01,2018-12-01,24.0
224664,2013-09-01,,2017-01-01,2018-12-01,24.0
873116,2013-11-01,,2017-01-01,2018-12-01,24.0
209107,2018-03-01,,2018-02-01,2018-12-01,11.0
851563,2017-06-01,,2017-01-01,2018-12-01,24.0
977080,2013-12-01,,2017-01-01,2018-12-01,24.0
973060,2016-04-01,2018-01-01,2017-01-01,2018-12-01,24.0
293663,2014-04-01,2017-05-01,2017-01-01,2018-12-01,24.0
248433,2015-09-01,,2017-01-01,2018-12-01,24.0
314108,2014-07-01,,2017-01-01,2018-12-01,24.0
358201,2016-12-01,,2017-01-01,2018-12-01,24.0
480158,2015-06-01,,2017-01-01,2018-12-01,24.0
819521,2018-03-01,2018-11-01,2018-02-01,2018-12-01,11.0
824990,2015-12-01,,2017-01-01,2018-12-01,24.0
992002,2015-08-01,,2017-01-01,2018-12-01,24.0
384744,2015-06-01,,2017-01-01,2018-12-01,24.0
808920,2017-11-01,,2017-01-01,2018-12-01,24.0
611356,2012-05-01,,2017-01-01,2018-12-01,24.0
133859,2014-01-01,,2017-01-01,2018-12-01,24.0
744320,2018-02-01,,2018-02-01,2018-12-01,11.0
692129,2015-06-01,,2017-01-01,2018-12-01,24.0
668235,2018-04-01,,2018-02-01,2018-12-01,11.0
946998,2012-11-01,,2017-01-01,2018-12-01,24.0
300106,2015-04-01,2015-05-01,2017-01-01,2018-12-01,24.0
973524,2012-07-01,,2017-01-01,2018-12-01,24.0
316290,2016-03-01,,2017-01-01,2018-12-01,24.0
338838,2015-12-01,,2017-01-01,2018-12-01,24.0
413115,2012-10-01,,2017-01-01,2018-12-01,24.0
588789,2016-03-01,,2017-01-01,2018-12-01,24.0
686044,2013-04-01,,2017-01-01,2018-12-01,24.0
820341,2012-07-01,,2017-01-01,2018-12-01,24.0
833165,2018-11-01,,2017-01-01,2018-12-01,24.0
149655,2017-08-01,,2017-01-01,2018-12-01,24.0
164064,2016-02-01,2016-10-01,2017-01-01,2018-12-01,24.0
893574,2017-08-01,,2017-01-01,2018-12-01,24.0
192115,2014-02-01,,2017-01-01,2018-12-01,24.0
570971,2017-12-01,,2017-01-01,2018-12-01,24.0
548682,2017-02-01,,2017-01-01,2018-12-01,24.0
692856,2018-02-01,,2018-02-01,2018-12-01,11.0
962657,2017-04-01,,2017-01-01,2018-12-01,24.0
139511,2012-09-01,,2017-01-01,2018-12-01,24.0
830394,2015-09-01,2016-05-01,2017-01-01,2018-12-01,24.0
922000,2016-03-01,,2017-01-01,2018-12-01,24.0
533391,2018-01-01,,2017-01-01,2018-12-01,24.0
681328,2017-06-01,,2017-01-01,2018-12-01,24.0
610684,2012-12-01,,2017-01-01,2018-12-01,24.0
766775,2016-06-01,,2017-01-01,2018-12-01,24.0
998072,2014-07-01,2018-01-01,2017-01-01,2018-12-01,24.0
327203,2017-12-01,,2017-01-01,2018-12-01,24.0
570806,2015-09-01,,2017-01-01,2018-12-01,24.0
797992,2018-06-01,,2017-01-01,2018-12-01,24.0
801368,2013-11-01,,2017-01-01,2018-12-01,24.0
348672,2013-04-01,,2017-01-01,2018-12-01,24.0
469545,2013-03-01,2016-12-01,2017-01-01,2018-12-01,24.0
438526,2015-02-01,,2017-01-01,2018-12-01,24.0
502946,2018-01-01,,2017-01-01,2018-12-01,24.0
188307,2014-04-01,2018-07-01,2017-01-01,2018-12-01,24.0
215567,2015-01-01,,2017-01-01,2018-12-01,24.0
169418,2018-01-01,,2017-01-01,2018-12-01,24.0
376983,2018-10-01,,2017-01-01,2018-12-01,24.0
801948,2018-09-01,,2017-01-01,2018-12-01,24.0
546025,2014-05-01,,2017-01-01,2018-12-01,24.0
674372,2018-07-01,,2017-01-01,2018-12-01,24.0
248950,2018-07-01,,2017-01-01,2018-12-01,24.0
700096,2013-04-01,,2017-01-01,2018-12-01,24.0
815804,2016-04-01,,2017-01-01,2018-12-01,24.0
205087,2012-08-01,,2017-01-01,2018-12-01,24.0
979634,2015-08-01,2018-09-01,2017-01-01,2018-12-01,24.0
546231,2015-10-01,,2017-01-01,2018-12-01,24.0
990918,2016-08-01,,2017-01-01,2018-12-01,24.0
967772,2013-10-01,,2017-01-01,2018-12-01,24.0
286718,2017-08-01,,2017-01-01,2018-12-01,24.0
750154,2013-03-01,2013-11-01,2017-01-01,2018-12-01,24.0
404012,2018-09-01,,2017-01-01,2018-12-01,24.0
949134,2013-06-01,,2017-01-01,2018-12-01,24.0
446403,2012-05-01,,2017-01-01,2018-12-01,24.0
822066,2017-10-01,,2017-01-01,2018-12-01,24.0
375757,2014-05-01,,2017-01-01,2018-12-01,24.0
652816,2014-01-01,,2017-01-01,2018-12-01,24.0
669028,2018-11-01,,2017-01-01,2018-12-01,24.0
503673,2016-03-01,,2017-01-01,2018-12-01,24.0
950029,2015-01-01,,2017-01-01,2018-12-01,24.0
511444,2016-02-01,,2017-01-01,2018-12-01,24.0
818995,2014-11-01,,2017-01-01,2018-12-01,24.0
257981,2013-04-01,,2017-01-01,2018-12-01,24.0
203293,2013-09-01,,2017-01-01,2018-12-01,24.0
281305,2013-06-01,,2017-01-01,2018-12-01,24.0
136232,2014-11-01,,2017-01-01,2018-12-01,24.0
348475,2014-07-01,,2017-01-01,2018-12-01,24.0
399514,2017-05-01,2018-01-01,2017-01-01,2018-12-01,24.0
919340,2016-03-01,,2017-01-01,2018-12-01,24.0
974330,2013-09-01,,2017-01-01,2018-12-01,24.0
895544,2012-10-01,,2017-01-01,2018-12-01,24.0
272893,2016-06-01,,2017-01-01,2018-12-01,24.0
835149,2017-07-01,,2017-01-01,2018-12-01,24.0
563094,2018-04-01,,2018-02-01,2018-12-01,11.0
515142,2015-12-01,2016-08-01,2017-01-01,2018-12-01,24.0
879416,2018-11-01,,2017-01-01,2018-12-01,24.0
999120,2016-04-01,,2017-01-01,2018-12-01,24.0
521431,2012-09-01,,2017-01-01,2018-12-01,24.0
349695,2018-11-01,,2017-01-01,2018-12-01,24.0
522261,2017-03-01,,2017-01-01,2018-12-01,24.0
454609,2018-06-01,,2017-01-01,2018-12-01,24.0
707273,2017-02-01,2017-11-01,2017-01-01,2018-12-01,24.0
331325,2015-09-01,,2017-01-01,2018-12-01,24.0
682528,2012-11-01,,2017-01-01,2018-12-01,24.0
937862,2016-07-01,,2017-01-01,2018-12-01,24.0
488071,2013-01-01,,2017-01-01,2018-12-01,24.0
499346,2018-06-01,,2017-01-01,2018-12-01,24.0
369084,2018-04-01,,2018-02-01,2018-12-01,11.0
757387,2015-06-01,,2017-01-01,2018-12-01,24.0
786391,2013-01-01,,2017-01-01,2018-12-01,24.0
837273,2018-11-01,,2017-01-01,2018-12-01,24.0
841204,2013-07-01,,2017-01-01,2018-12-01,24.0
844348,2016-07-01,,2017-01-01,2018-12-01,24.0
261964,2014-02-01,,2017-01-01,2018-12-01,24.0
832983,2018-02-01,,2018-02-01,2018-12-01,11.0
323593,2018-10-01,,2017-01-01,2018-12-01,24.0
790341,2016-12-01,,2017-01-01,2018-12-01,24.0
910576,2012-06-01,,2017-01-01,2018-12-01,24.0
132756,2017-08-01,,2017-01-01,2018-12-01,24.0
246800,2016-04-01,,2017-01-01,2018-12-01,24.0
298156,2018-11-01,,2017-01-01,2018-12-01,24.0
375722,2015-03-01,,2017-01-01,2018-12-01,24.0
411715,2018-07-01,,2017-01-01,2018-12-01,24.0
532848,2017-09-01,2017-12-01,2017-01-01,2018-12-01,24.0
816122,2017-09-01,2018-05-01,2017-01-01,2018-12-01,24.0
894691,2018-01-01,,2017-01-01,2018-12-01,24.0
976695,2016-08-01,,2017-01-01,2018-12-01,24.0
991230,2012-07-01,,2017-01-01,2018-12-01,24.0
383842,2017-10-01,,2017-01-01,2018-12-01,24.0
459948,2017-06-01,,2017-01-01,2018-12-01,24.0
664054,2016-12-01,,2017-01-01,2018-12-01,24.0
730370,2018-04-01,,2018-02-01,2018-12-01,11.0
248487,2013-04-01,,2017-01-01,2018-12-01,24.0
507486,2012-05-01,,2017-01-01,2018-12-01,24.0
385638,2016-11-01,2017-07-01,2017-01-01,2018-12-01,24.0
662166,2014-08-01,,2017-01-01,2018-12-01,24.0
299573,2015-10-01,2018-02-01,2017-01-01,2018-12-01,24.0
839422,2018-06-01,,2017-01-01,2018-12-01,24.0
250609,2018-07-01,,2017-01-01,2018-12-01,24.0
131673,2016-12-01,,2017-01-01,2018-12-01,24.0
728316,2017-01-01,2017-09-01,2017-01-01,2018-12-01,24.0
983450,2014-07-01,2015-07-01,2017-01-01,2018-12-01,24.0
530436,2015-10-01,,2017-01-01,2018-12-01,24.0
653340,2014-03-01,,2017-01-01,2018-12-01,24.0
105841,2018-03-01,,2018-02-01,2018-12-01,11.0
745636,2017-08-01,,2017-01-01,2018-12-01,24.0
852597,2014-11-01,,2017-01-01,2018-12-01,24.0
418233,2014-07-01,2016-03-01,2017-01-01,2018-12-01,24.0
491704,2014-01-01,2014-09-01,2017-01-01,2018-12-01,24.0
724033,2017-02-01,,2017-01-01,2018-12-01,24.0
130548,2014-02-01,,2017-01-01,2018-12-01,24.0
198813,2012-10-01,,2017-01-01,2018-12-01,24.0
270011,2012-05-01,,2017-01-01,2018-12-01,24.0
344990,2016-06-01,,2017-01-01,2018-12-01,24.0
369121,2015-01-01,,2017-01-01,2018-12-01,24.0
591758,2013-07-01,,2017-01-01,2018-12-01,24.0
628320,2012-07-01,,2017-01-01,2018-12-01,24.0
741725,2013-06-01,2017-06-01,2017-01-01,2018-12-01,24.0
562655,2014-05-01,,2017-01-01,2018-12-01,24.0
164973,2017-05-01,,2017-01-01,2018-12-01,24.0
394363,2018-08-01,,2017-01-01,2018-12-01,24.0
577195,2018-10-01,,2017-01-01,2018-12-01,24.0
822653,2012-08-01,,2017-01-01,2018-12-01,24.0
317060,2013-06-01,,2017-01-01,2018-12-01,24.0
511302,2014-08-01,,2017-01-01,2018-12-01,24.0
682654,2014-02-01,2017-12-01,2017-01-01,2018-12-01,24.0
365635,2012-07-01,,2017-01-01,2018-12-01,24.0
616739,2015-11-01,,2017-01-01,2018-12-01,24.0
835760,2012-06-01,,2017-01-01,2018-12-01,24.0
777990,2012-12-01,,2017-01-01,2018-12-01,24.0
867833,2013-06-01,,2017-01-01,2018-12-01,24.0
245419,2013-10-01,,2017-01-01,2018-12-01,24.0
731819,2017-04-01,,2017-01-01,2018-12-01,24.0
235220,2014-11-01,2015-07-01,2017-01-01,2018-12-01,24.0
296626,2015-05-01,,2017-01-01,2018-12-01,24.0
553954,2013-08-01,,2017-01-01,2018-12-01,24.0
108381,2014-11-01,,2017-01-01,2018-12-01,24.0
176284,2016-09-01,,2017-01-01,2018-12-01,24.0
510505,2012-12-01,,2017-01-01,2018-12-01,24.0
639258,2017-08-01,,2017-01-01,2018-12-01,24.0
446135,2018-08-01,,2017-01-01,2018-12-01,24.0
909068,2018-03-01,,2018-02-01,2018-12-01,11.0
664666,2013-03-01,,2017-01-01,2018-12-01,24.0
654983,2018-12-01,,2017-01-01,2018-12-01,24.0
675243,2016-02-01,,2017-01-01,2018-12-01,24.0
825333,2017-12-01,,2017-01-01,2018-12-01,24.0
685208,2014-03-01,,2017-01-01,2018-12-01,24.0
638740,2018-08-01,,2017-01-01,2018-12-01,24.0
485486,2013-10-01,2013-11-01,2017-01-01,2018-12-01,24.0
787571,2016-10-01,2017-06-01,2017-01-01,2018-12-01,24.0
339941,2014-11-01,,2017-01-01,2018-12-01,24.0
539370,2017-04-01,,2017-01-01,2018-12-01,24.0
547213,2013-01-01,,2017-01-01,2018-12-01,24.0
722538,2016-11-01,,2017-01-01,2018-12-01,24.0
535436,2016-03-01,,2017-01-01,2018-12-01,24.0
885739,2015-04-01,,2017-01-01,2018-12-01,24.0
256467,2013-11-01,2014-07-01,2017-01-01,2018-12-01,24.0
297379,2015-06-01,,2017-01-01,2018-12-01,24.0
921899,2013-09-01,,2017-01-01,2018-12-01,24.0
511541,2017-08-01,,2017-01-01,2018-12-01,24.0
122685,2016-10-01,,2017-01-01,2018-12-01,24.0
401760,2016-04-01,,2017-01-01,2018-12-01,24.0
247514,2013-07-01,,2017-01-01,2018-12-01,24.0
992028,2012-09-01,,2017-01-01,2018-12-01,24.0
782078,2018-06-01,,2017-01-01,2018-12-01,24.0
710005,2016-07-01,,2017-01-01,2018-12-01,24.0
231992,2018-03-01,,2018-02-01,2018-12-01,11.0
838283,2013-08-01,,2017-01-01,2018-12-01,24.0
840008,2018-04-01,,2018-02-01,2018-12-01,11.0
344669,2018-08-01,,2017-01-01,2018-12-01,24.0
128325,2017-10-01,,2017-01-01,2018-12-01,24.0
368073,2017-03-01,,2017-01-01,2018-12-01,24.0
370979,2016-03-01,2016-12-01,2017-01-01,2018-12-01,24.0
146400,2017-08-01,,2017-01-01,2018-12-01,24.0
855394,2018-01-01,,2017-01-01,2018-12-01,24.0
573964,2016-07-01,,2017-01-01,2018-12-01,24.0
369739,2015-11-01,,2017-01-01,2018-12-01,24.0
667262,2015-02-01,,2017-01-01,2018-12-01,24.0
758656,2015-10-01,2017-06-01,2017-01-01,2018-12-01,24.0
286927,2014-03-01,,2017-01-01,2018-12-01,24.0
552278,2016-03-01,,2017-01-01,2018-12-01,24.0
632130,2012-08-01,,2017-01-01,2018-12-01,24.0
645635,2013-01-01,2015-12-01,2017-01-01,2018-12-01,24.0
789624,2013-02-01,,2017-01-01,2018-12-01,24.0
706497,2014-03-01,,2017-01-01,2018-12-01,24.0
963487,2016-10-01,,2017-01-01,2018-12-01,24.0
343247,2018-06-01,,2017-01-01,2018-12-01,24.0
657748,2016-04-01,,2017-01-01,2018-12-01,24.0
186295,2014-06-01,,2017-01-01,2018-12-01,24.0
112733,2013-01-01,,2017-01-01,2018-12-01,24.0
781647,2013-01-01,,2017-01-01,2018-12-01,24.0
157771,2015-12-01,2017-05-01,2017-01-01,2018-12-01,24.0
103860,2014-05-01,,2017-01-01,2018-12-01,24.0
245671,2014-01-01,2014-09-01,2017-01-01,2018-12-01,24.0
538341,2014-07-01,,2017-01-01,2018-12-01,24.0
672255,2018-09-01,,2017-01-01,2018-12-01,24.0
991529,2012-10-01,,2017-01-01,2018-12-01,24.0
363178,2016-11-01,2017-07-01,2017-01-01,2018-12-01,24.0
974189,2012-12-01,,2017-01-01,2018-12-01,24.0
529471,2018-05-01,,2017-01-01,2018-12-01,24.0
558511,2018-03-01,,2018-02-01,2018-12-01,11.0
874984,2015-07-01,,2017-01-01,2018-12-01,24.0
170079,2013-01-01,,2017-01-01,2018-12-01,24.0
405030,2012-06-01,,2017-01-01,2018-12-01,24.0
467401,2017-12-01,,2017-01-01,2018-12-01,24.0
989528,2017-05-01,,2017-01-01,2018-12-01,24.0
803656,2017-11-01,,2017-01-01,2018-12-01,24.0
495148,2015-09-01,,2017-01-01,2018-12-01,24.0
810668,2018-02-01,,2018-02-01,2018-12-01,11.0
323660,2018-02-01,,2018-02-01,2018-12-01,11.0
286551,2013-01-01,,2017-01-01,2018-12-01,24.0
123908,2012-11-01,,2017-01-01,2018-12-01,24.0
289472,2017-04-01,,2017-01-01,2018-12-01,24.0
532419,2018-02-01,,2018-02-01,2018-12-01,11.0
803956,2016-05-01,,2017-01-01,2018-12-01,24.0
608850,2015-03-01,,2017-01-01,2018-12-01,24.0
788091,2013-10-01,,2017-01-01,2018-12-01,24.0
110030,2016-08-01,2017-08-01,2017-01-01,2018-12-01,24.0
307136,2018-07-01,,2017-01-01,2018-12-01,24.0
277025,2017-01-01,2017-09-01,2017-01-01,2018-12-01,24.0
484894,2012-05-01,,2017-01-01,2018-12-01,24.0
252476,2016-12-01,,2017-01-01,2018-12-01,24.0
512071,2013-11-01,,2017-01-01,2018-12-01,24.0
789004,2015-03-01,,2017-01-01,2018-12-01,24.0
948325,2017-04-01,,2017-01-01,2018-12-01,24.0
210416,2013-06-01,,2017-01-01,2018-12-01,24.0
349153,2013-07-01,,2017-01-01,2018-12-01,24.0
855351,2013-02-01,2013-10-01,2017-01-01,2018-12-01,24.0
328213,2013-09-01,,2017-01-01,2018-12-01,24.0
554104,2015-06-01,,2017-01-01,2018-12-01,24.0
260622,2012-11-01,,2017-01-01,2018-12-01,24.0
692671,2012-12-01,,2017-01-01,2018-12-01,24.0
725807,2016-09-01,,2017-01-01,2018-12-01,24.0
308991,2015-08-01,,2017-01-01,2018-12-01,24.0
330365,2014-07-01,,2017-01-01,2018-12-01,24.0
873488,2012-08-01,,2017-01-01,2018-12-01,24.0
126181,2014-04-01,2016-07-01,2017-01-01,2018-12-01,24.0
278898,2017-03-01,2018-10-01,2017-01-01,2018-12-01,24.0
597209,2013-11-01,2018-07-01,2017-01-01,2018-12-01,24.0
560104,2018-05-01,,2017-01-01,2018-12-01,24.0
941064,2013-04-01,,2017-01-01,2018-12-01,24.0
347466,2014-01-01,,2017-01-01,2018-12-01,24.0
448654,2016-12-01,,2017-01-01,2018-12-01,24.0
423432,2016-05-01,,2017-01-01,2018-12-01,24.0
936088,2018-02-01,,2018-02-01,2018-12-01,11.0
395168,2017-08-01,,2017-01-01,2018-12-01,24.0
464799,2017-08-01,,2017-01-01,2018-12-01,24.0
901002,2018-02-01,,2018-02-01,2018-12-01,11.0
810338,2012-07-01,,2017-01-01,2018-12-01,24.0
998192,2018-04-01,,2018-02-01,2018-12-01,11.0
349001,2015-04-01,,2017-01-01,2018-12-01,24.0
748649,2016-03-01,,2017-01-01,2018-12-01,24.0
815248,2016-09-01,2017-05-01,2017-01-01,2018-12-01,24.0
963814,2013-11-01,,2017-01-01,2018-12-01,24.0
999498,2017-02-01,,2017-01-01,2018-12-01,24.0
870857,2012-08-01,,2017-01-01,2018-12-01,24.0
640588,2017-06-01,,2017-01-01,2018-12-01,24.0
310853,2012-07-01,,2017-01-01,2018-12-01,24.0
579710,2017-06-01,,2017-01-01,2018-12-01,24.0
426533,2017-05-01,,2017-01-01,2018-12-01,24.0
309277,2015-01-01,,2017-01-01,2018-12-01,24.0
850092,2017-05-01,,2017-01-01,2018-12-01,24.0
611046,2017-10-01,2018-06-01,2017-01-01,2018-12-01,24.0
921191,2018-08-01,,2017-01-01,2018-12-01,24.0
218277,2016-05-01,,2017-01-01,2018-12-01,24.0
232703,2012-10-01,,2017-01-01,2018-12-01,24.0
559261,2017-09-01,2018-05-01,2017-01-01,2018-12-01,24.0
987425,2014-12-01,,2017-01-01,2018-12-01,24.0
553453,2014-10-01,,2017-01-01,2018-12-01,24.0
738467,2013-11-01,,2017-01-01,2018-12-01,24.0
862096,2016-05-01,,2017-01-01,2018-12-01,24.0
420738,2013-12-01,,2017-01-01,2018-12-01,24.0
106978,2012-12-01,,2017-01-01,2018-12-01,24.0
985183,2014-12-01,,2017-01-01,2018-12-01,24.0
224740,2012-09-01,,2017-01-01,2018-12-01,24.0
440885,2016-04-01,,2017-01-01,2018-12-01,24.0
590246,2014-01-01,,2017-01-01,2018-12-01,24.0
497030,2014-01-01,2014-03-01,2017-01-01,2018-12-01,24.0
519984,2016-09-01,,2017-01-01,2018-12-01,24.0
215751,2016-02-01,2016-10-01,2017-01-01,2018-12-01,24.0
281777,2018-04-01,,2018-02-01,2018-12-01,11.0
413815,2012-10-01,,2017-01-01,2018-12-01,24.0
499658,2016-08-01,,2017-01-01,2018-12-01,24.0
213723,2016-05-01,,2017-01-01,2018-12-01,24.0
232203,2016-05-01,,2017-01-01,2018-12-01,24.0
663746,2018-07-01,2018-12-01,2017-01-01,2018-12-01,24.0
986143,2012-06-01,,2017-01-01,2018-12-01,24.0
764302,2018-09-01,,2017-01-01,2018-12-01,24.0
124536,2013-10-01,2014-01-01,2017-01-01,2018-12-01,24.0
161574,2018-12-01,,2017-01-01,2018-12-01,24.0
494899,2013-07-01,,2017-01-01,2018-12-01,24.0
927937,2018-04-01,,2018-02-01,2018-12-01,11.0
628669,2012-04-01,,2017-01-01,2018-12-01,24.0
979639,2017-05-01,2018-12-01,2017-01-01,2018-12-01,24.0
220616,2016-05-01,,2017-01-01,2018-12-01,24.0
840038,2013-09-01,,2017-01-01,2018-12-01,24.0
986288,2015-03-01,,2017-01-01,2018-12-01,24.0
264053,2018-12-01,,2017-01-01,2018-12-01,24.0
265612,2013-03-01,2016-11-01,2017-01-01,2018-12-01,24.0
638162,2012-09-01,,2017-01-01,2018-12-01,24.0
379414,2018-03-01,,2018-02-01,2018-12-01,11.0
208649,2013-10-01,,2017-01-01,2018-12-01,24.0
623861,2015-12-01,,2017-01-01,2018-12-01,24.0
481262,2016-03-01,2016-10-01,2017-01-01,2018-12-01,24.0
977037,2018-05-01,,2017-01-01,2018-12-01,24.0
216269,2012-12-01,,2017-01-01,2018-12-01,24.0
817158,2014-09-01,,2017-01-01,2018-12-01,24.0
937645,2016-05-01,,2017-01-01,2018-12-01,24.0
181082,2012-04-01,,2017-01-01,2018-12-01,24.0
721225,2015-10-01,,2017-01-01,2018-12-01,24.0
723978,2014-12-01,,2017-01-01,2018-12-01,24.0
742493,2013-11-01,,2017-01-01,2018-12-01,24.0
298232,2017-02-01,,2017-01-01,2018-12-01,24.0
348065,2014-03-01,,2017-01-01,2018-12-01,24.0
967017,2013-06-01,,2017-01-01,2018-12-01,24.0
